iteration;g_mean;velocity_mean
0;0.04663444166513943;-0.45437825977030777
1;9.215401113253167E-4;-0.45972181903898557
2;1.0975062077755237E-4;-0.43568635704604086
3;2.2148808393883456E-8;-0.41083910808287777
4;1.4516064643661205E-8;-0.3858821307503959
5;7.075738572183306E-8;-0.3609251457851699
6;2.2014600145360567E-7;-0.33596821706126534
7;5.102139276621221E-7;-0.3110114377259763
8;8.785830743476492E-7;-0.28605494845861407
9;1.3630660506568101E-6;-0.2610988275603978
10;2.1658775028544384E-6;-0.23614319114515755
11;4.816640299721148E-6;-0.21118835754136991
12;1.7258004449137127E-5;-0.1862361747003794
13;4.6828187513856906E-5;-0.16129643322289594
14;9.134317146960626E-5;-0.13638626185531028
15;1.489875426474727E-4;-0.11152060499184382
16;2.3303158922993527E-4;-0.08671259296325515
17;4.003195364700107E-4;-0.06198862273415125
18;8.419219311721115E-4;-0.0374319327506533
19;0.0025143696431436926;-0.0133167176503201
20;0.013828733616144128;0.00914485161803073
21;0.03684615532623422;0.02089750919074501
22;0.048499076142468206;0.009567034904671775
23;0.037451187890541894;-0.013105407448453867
24;0.015335816007635103;-0.02420867673752182
25;0.004374863848843691;-0.013504463185587345
26;0.01429357072213128;0.007803257830786349
27;0.03642378169698245;0.020077477163788732
28;0.048522882128458227;0.01002592918939969
29;0.03860817076300861;-0.011954671555590119
30;0.01713850181170274;-0.023547858000605534
31;0.0057465335516204185;-0.01405943675592003
32;0.014402045217598556;0.006401847745388961
33;0.03539905706396642;0.01890144544317642
34;0.04772912239321091;0.010221447614371956
35;0.03921246414211421;-0.010618408367972827
36;0.018934145721154972;-0.02243884744413146
37;0.0072704198217243814;-0.014325445426726901
38;0.014700180312083056;0.0050767081957667935
39;0.03469113508335454;0.017810522388424083
40;0.04742398150396515;0.010476616206557533
41;0.040165924868479516;-0.009488719802574777
42;0.02065374909162998;-0.02179722746358605
43;0.008552508122604224;-0.014987092933660314
44;0.014784510216715683;0.003517385222569802
45;0.033612131036650596;0.0164166372180241
46;0.04644512741034909;0.010476426677458184
47;0.04066560337879547;-0.008166108359464882
48;0.02243137369164596;-0.020657421635017485
49;0.01009758156981205;-0.015283333056193999
50;0.015074170363825887;0.0020100521013286902
51;0.03240461020338202;0.014717445950213681
52;0.04508339272594199;0.010013577733942586
53;0.040398950728548766;-0.007491459366628756
54;0.023216032733398596;-0.02007189206163743
55;0.01075189831336909;-0.01580203009916727
56;0.014453061759794938;3.414004980971983E-4
57;0.03076888583293515;0.013306202615340162
58;0.043613653407183;0.01003604276897083
59;0.040063949967327636;-0.006218438636798937
60;0.024009297834992043;-0.018773361368928612
61;0.01185350082188986;-0.015363030944201822
62;0.014931325208446042;-5.836595154081859E-5
63;0.030115919152957388;0.012482462671863197
64;0.04276118290740623;0.01006510449635526
65;0.0403894864504323;-0.0048689910422096945
66;0.025941650536137312;-0.016977879795733408
67;0.014155974071120037;-0.014612975161545158
68;0.016109068621619458;-8.87372792411633E-4
69;0.02980699682387412;0.010960189135847988
70;0.041760036684643155;0.009174335099208447
71;0.0400338041181139;-0.004542078316059272
72;0.026504980555863707;-0.016418195836823503
73;0.014919356581178786;-0.014877467167884753
74;0.016188258698937825;-0.002126214032843708
75;0.02865663447435861;0.00929013248606123
76;0.0401067293420888;0.008303909205336192
77;0.03903174959127771;-0.004113102909753953
78;0.02655302628736203;-0.015505367732165792
79;0.015393929072256559;-0.014568517478317255
80;0.016108120166359676;-0.002803776789061044
81;0.027768270074117047;0.008391583665350606
82;0.03901877435637197;0.008225316015459892
83;0.03885374449226907;-0.0030856652653882665
84;0.027626674539187834;-0.014070945189460674
85;0.016975353673183494;-0.013826147531134658
86;0.0174051379261596;-0.0029500988515144583
87;0.02825863517594269;0.0077214799361134704
88;0.03911879237927271;0.007870131026056586
89;0.039381640292305085;-0.0027081089429256077
90;0.029000341804485148;-0.013344291596206537
91;0.0189092538895347;-0.013327684761203867
92;0.0190021069492461;-0.0032287612226579985
93;0.02892985835658559;0.006821255117433261
94;0.03939587811383381;0.0072352376786638094
95;0.040581747921226846;-0.0022276297500434935
96;0.03165344876589257;-0.012178771829514257
97;0.022376724660553664;-0.012581521940426194
98;0.022111743396524445;-0.003448057787883775
99;0.031361520041584386;0.005976854777023231
100;0.04126373013311997;0.006348525688925045
101;0.04186394921255969;-0.003316267473136137
102;0.03292935913197703;-0.01355358569546412
103;0.023552745644337673;-0.014295902833467508
104;0.022843263493615422;-0.005558739110505325
105;0.031645029964735165;0.003960963967680666
106;0.04126784580133821;0.0053796062552991224
107;0.04277253640781932;-0.002481165221485217
108;0.03578917246287631;-0.010902643747665338
109;0.0281035197528555;-0.011277477266556072
110;0.02795811201651126;-0.0030869867241294997
111;0.03583217081273589;0.005667900312269804
112;0.04475859374258757;0.007323234635944423
113;0.04625484014857475;3.8380394853727926E-4
114;0.03907561855208818;-0.007847960710282131
115;0.03146016330379188;-0.008692104722410936
116;0.031016254944699152;-0.0014725860187202496
117;0.03843900297538427;0.006647896382711106
118;0.0474318382193758;0.008197310209268378
119;0.049914715827732256;0.0018992000810643343
120;0.04365491391779357;-0.006359463632160799
121;0.03617791672426743;-0.00780399135254473
122;0.034610248010162346;-0.0017506943643678617
123;0.040216877552133164;0.005454348949404077
124;0.04775285588089047;0.006801966280102413
125;0.04933062524309199;2.4255050974952494E-4
126;0.04325100183425544;-0.007278325092725972
127;0.035755460887640714;-0.00878708093907783
128;0.03382233494887174;-0.0031014749484581704
129;0.03959370198565774;0.004301165138946751
130;0.0470865524752231;0.006415476797801073
131;0.0491223831231391;0.0012524719445105004
132;0.044299012671785085;-0.005274888696275961
133;0.0378888431473811;-0.006690515473406869
134;0.03597211053091554;-0.002308485443041878
135;0.0408353791750313;0.003800021827634198
136;0.04758885559748005;0.005722300452766877
