iteration;g_mean;velocity_mean
0;0.06837424760767166;-0.056126235083788424
1;0.06701522183764588;-0.05372072823501885
2;0.06698356889554427;-0.05188243850920364
3;0.06668428533682064;-0.04863635953384653
4;0.06760261195271784;-0.043948517935746716
5;0.06836318564968065;-0.04082288509837477
6;0.06752923827188619;-0.040106491929268025
7;0.06755926205454871;-0.03788377273719083
8;0.06776532101918321;-0.035346243502800426
9;0.06716610920288012;-0.033108927949121694
10;0.06520778432036037;-0.03170154158368658
11;0.06471019523739083;-0.0282334830757806
12;0.0651128431611506;-0.025257355367679358
13;0.06491921054151592;-0.02363589285017139
14;0.06409317497314483;-0.02231108502171971
15;0.06221267175644914;-0.020190524277584658
16;0.05976531622401808;-0.019068517185326192
17;0.05857079542634265;-0.01604914753352974
18;0.05871980271292504;-0.01205129625729284
19;0.05871135219893999;-0.009262119672007038
20;0.05780908906157518;-0.008278054086003413
21;0.058378067421575565;-0.006751710408357309
22;0.05942273647118497;-0.007556307357726484
23;0.05965199212324668;-0.008696420048585455
24;0.058498088367060185;-0.009547713342452024
25;0.057829216991143205;-0.008804364775849945
26;0.05821395213266776;-0.007832268833759374
27;0.05956665280476664;-0.007828034452808129
28;0.0604103086566132;-0.009681560022285218
29;0.05904653618245339;-0.012253162841028276
30;0.05670442034198425;-0.013358884879897679
31;0.05382969840163358;-0.012763223041551499
32;0.052245218622532764;-0.011418632616280419
33;0.05401962309909116;-0.009991658432987873
34;0.05560653663083696;-0.010469444612303805
35;0.05597977107657268;-0.012413045084623748
36;0.05515566425096935;-0.014803845354469413
37;0.05122174362295391;-0.019009169321185466
38;0.04891838449066871;-0.0193741601985565
39;0.0510135710810176;-0.01813171423206112
40;0.05279360895018488;-0.01870051605412314
41;0.053513739689220706;-0.019332445183049014
42;0.053551024492277374;-0.018696181617713158
43;0.05218877224436005;-0.017753605402698512
44;0.05251124223542142;-0.015403700121929912
45;0.05446245049819367;-0.014383631582745096
46;0.054420528411949595;-0.017353898591497115
47;0.05001195068473706;-0.023505646169964055
48;0.04643650786826104;-0.02470266801285894
49;0.04524527483729683;-0.022389439640523562
50;0.04663516509697002;-0.017716391344085602
51;0.048829649468823046;-0.015099844432652637
52;0.04897859948229885;-0.017108516809074187
53;0.047087449543863256;-0.01964292753711878
54;0.0444528305497901;-0.01955831785237419
55;0.04255486880406011;-0.017342320257962143
56;0.04352101045950958;-0.013255305421264458
57;0.04772408010101557;-0.009188929982923772
58;0.050356751364253015;-0.009413876885578676
59;0.04936323155448941;-0.012665191921375735
60;0.04649652340749493;-0.014459004124250146
61;0.044189341713357935;-0.01365989397622086
62;0.04314749386467087;-0.011762500383145517
63;0.04445408266509101;-0.009604812074106812
64;0.047595076721603874;-0.007787217509405922
65;0.04844956837342311;-0.009084976205546911
66;0.047264700404603135;-0.010257519083652342
67;0.04658263062807529;-0.009613481624417674
68;0.04770696058238387;-0.007618270548004205
69;0.04963894635912922;-0.0062922955317718104
70;0.05109733620214071;-0.006994551305909399
71;0.05200069416619897;-0.008681251201008908
72;0.05092549785734538;-0.010692252043216326
73;0.04914506240857626;-0.010830446385783628
74;0.049083894398768854;-0.009192985713773309
75;0.05015540173104575;-0.00798965110545412
76;0.05300247437472359;-0.007356590605154897
77;0.054366895853392314;-0.008286707516395226
78;0.05348906151368292;-0.00943506039580014
79;0.05277179237006661;-0.007885446720672453
80;0.0552828971502816;-0.004144779751778828
81;0.05962137173987727;-9.315367590699376E-4
82;0.06142980773647143;-0.0016025122738220286
83;0.06003624864267074;-0.004207287766019404
84;0.05690859550988919;-0.005717920666540496
85;0.05537314464330127;-0.004506364775964998
86;0.05735638617030301;1.5334987635927944E-4
87;0.06144481885004512;0.004062315334665291
88;0.06550649064784335;0.00485675146749359
89;0.06700151196819507;0.0030450376135251938
90;0.06515091619864259;4.2852201444889827E-4
91;0.0644864314558409;0.0012136861396792194
92;0.0651042969375579;0.002822752325043351
93;0.06681824893462215;0.004784527719284201
94;0.07029611358242516;0.005647105313747543
95;0.07295700865276876;0.0033345318216302282
96;0.0717997673308373;-5.472920619297259E-4
97;0.06821661547515591;-0.0038188439348918746
98;0.06757553528164975;-0.0029722382133723175
99;0.06764559959617131;-0.0038515503890590047
100;0.0682711636449024;-0.006041297220778401
101;0.06493056591796839;-0.01189201591103892
102;0.06002491145996517;-0.016458438903892224
103;0.05560893839561185;-0.01731612204074084
104;0.05332599481292508;-0.016533338437578114
105;0.053753110275410784;-0.013676048499499988
106;0.05351663085520768;-0.014780562929603952
107;0.05160256766350849;-0.017630613961755404
108;0.04909452347912562;-0.021634582730513906
109;0.04691579386055101;-0.021953586686908715
110;0.04707492792956357;-0.018925597895432418
111;0.05022923827920038;-0.015198488277108091
112;0.05368918962052208;-0.013353967012156687
113;0.05514904196321616;-0.014267625797556822
114;0.05375114254696857;-0.016104619414677234
115;0.05191637634036615;-0.01603797874560004
116;0.04991775708948266;-0.0164416972369128
117;0.048143001339326204;-0.016725922692376122
118;0.04875265277323607;-0.01691412663991321
119;0.05105318812507219;-0.016434214766863263
120;0.051045031297523066;-0.017569627154630625
121;0.05010235161675821;-0.01685985745383294
122;0.05000377771795235;-0.01401725478290359
123;0.052263967534118015;-0.010727627383559642
124;0.05623676757285947;-0.007290105403099047
125;0.05873254955185768;-0.007476358873919153
126;0.05881009003527136;-0.009100056198059182
127;0.05788969437042209;-0.01138889519136813
128;0.057745776483978606;-0.010970301228860701
129;0.05789534413142874;-0.012397016581763596
130;0.058257178374430826;-0.013437936780444762
131;0.058410068477117515;-0.014780989907518216
132;0.05540056445587073;-0.017928870630182114
133;0.05189849427168023;-0.019706676706055172
134;0.05053606857007379;-0.018561215761368443
135;0.05210369347315189;-0.017003048711557587
136;0.05520414214281211;-0.01540443451900777
137;0.05715724491733727;-0.014632472062679702
138;0.056853380036908166;-0.015949520346953506
139;0.05354774124766555;-0.018111291142886603
140;0.04813904072103663;-0.020875860545035062
141;0.04591574052134945;-0.020545653260617202
142;0.04605442450886251;-0.018920168110586787
143;0.046535580604118665;-0.017714273641281537
144;0.045826442907866395;-0.017507501571606333
145;0.0448717038991906;-0.016520637107655438
146;0.045841405539866084;-0.013308758122951176
147;0.047938814465283815;-0.011211920884922922
148;0.05014976918393018;-0.0111121493522678
149;0.05112272325519206;-0.01235001918099274
150;0.05110637895731688;-0.013218849440343152
151;0.04814977094237384;-0.015502291164134934
152;0.045286561726526606;-0.01661062305641605
153;0.045249526687506716;-0.014583757442169502
154;0.04617544849009859;-0.013611538478897137
155;0.046386130653623805;-0.013154696641249844
156;0.04578016505115779;-0.012953152912402807
157;0.04479579744196337;-0.012396596898722252
158;0.046076729302662364;-0.009952139468406476
159;0.049286508785080785;-0.008180135632768088
160;0.051631867871255586;-0.008359727567609769
161;0.0518259499745851;-0.01019101626256025
162;0.05187016069864925;-0.010307102923598052
163;0.05232719769719117;-0.009400723124725226
164;0.053988007704815245;-0.008442504207261385
165;0.05669476027625092;-0.007579896691818122
166;0.059101735672257696;-0.007798662257873011
167;0.05893931987318529;-0.00967309182530222
168;0.056186105298068556;-0.011633064952219982
169;0.05384105348288395;-0.011580175721535193
170;0.05383758627776062;-0.010276414291172058
171;0.055881968011112906;-0.008820221665200533
172;0.05862427958686226;-0.007759095583194632
173;0.059026792073597935;-0.008404498024361976
174;0.0588378937193776;-0.007891050599985794
175;0.058293286702103465;-0.006802253542306789
176;0.05708263489160784;-0.00568798525860087
177;0.055170802930724294;-0.006430888803778893
178;0.05400871345791809;-0.0071327279815128625
179;0.052925941998478374;-0.008113533700834641
180;0.05227090156070226;-0.0073107878948660025
181;0.05269221770028776;-0.005396477816846509
182;0.0548997463504773;-0.0032448297845537556
183;0.05825478436981946;-0.002191939979019677
184;0.059189547943176365;-0.0049441875717734065
185;0.0583972910731879;-0.007216195425507821
186;0.058100556621513644;-0.007687402323589369
187;0.058356400453663505;-0.007604976677905701
188;0.05950479330227124;-0.007211172365148606
189;0.06154492804359422;-0.006516424423944356
190;0.06315444618855477;-0.00748284436191401
191;0.062452785345491965;-0.009703730215411948
192;0.06066700585715986;-0.01182819421784558
193;0.06008162545177994;-0.010159212612055088
194;0.061501895101179004;-0.009122589382760185
195;0.06035992507062197;-0.011139875409471416
196;0.059134161121637094;-0.013583435824578388
197;0.05729879199086881;-0.014763585998050024
198;0.053690072864078675;-0.018663495238903417
199;0.051006127754047004;-0.019390343211659243
200;0.051690193727083056;-0.017271261615975256
201;0.053585837768013955;-0.014149427168807755
202;0.05489948721912545;-0.014733983301786263
203;0.053937321984392064;-0.016866076862729448
204;0.05355381428890743;-0.01725666904879467
205;0.05354490129607559;-0.016769402243366937
206;0.05389981066852364;-0.015544045742535664
207;0.05474887398629898;-0.01404045298062937
208;0.05714864067898211;-0.011360023584606528
209;0.05954348829525206;-0.01023840887910946
210;0.059514578434431864;-0.0109421330664072
211;0.05792293005566142;-0.010990632762167383
212;0.05509715863896185;-0.01280036600683645
213;0.05297738080876687;-0.013270450028131608
214;0.05130599464254944;-0.014653102588012463
215;0.049033517772009025;-0.015665472745935796
216;0.04777716366624058;-0.015157015289453004
217;0.047417000424470446;-0.013076246986483733
218;0.048330345678143476;-0.01077301329574629
219;0.050536884838705734;-0.008652437257668625
220;0.05350260355493665;-0.007208960821924128
221;0.055512579014018994;-0.007508433266703192
222;0.05591220508863894;-0.008757861793640687
223;0.05569080131926198;-0.009471748312774825
224;0.055225942267977134;-0.011246006260122428
225;0.05454684092045459;-0.01280718100748911
226;0.054976885564972655;-0.013575650278176338
227;0.054014967388444246;-0.01605270775316644
228;0.051474404938529075;-0.0179534248132923
229;0.04963945468757153;-0.016777007157442098
230;0.05011446744143342;-0.01349967492657576
231;0.05252840320262329;-0.009667959560110104
232;0.056087802925831966;-0.007692726321385396
233;0.05833961244868634;-0.007651632080093472
234;0.05824248201104707;-0.009832085782698874
235;0.05603559949662449;-0.012783590738867154
236;0.05260211022338969;-0.014245444699422275
237;0.05085133326898307;-0.014107491623540896
238;0.05196778442950669;-0.0126742311548907
239;0.054745852524702696;-0.011292246330788002
240;0.05572706804283438;-0.011858117321309754
241;0.052777664802882304;-0.014638799795285267
242;0.05063587211974289;-0.015103576991881145
243;0.050438511499931414;-0.014206877475348666
244;0.0509152014493498;-0.013705707339480367
245;0.050641097254970846;-0.015042241560707858
246;0.04998304870316489;-0.01555326742513547
247;0.0495547446837057;-0.014804559580726734
248;0.04896103810077832;-0.013913134188734647
249;0.04953035595839963;-0.012288837041446019
250;0.05309699777759923;-0.008567905277460755
251;0.056407093794542985;-0.005888518518487598
252;0.05795967142628583;-0.0056623478421594185
253;0.058291032840568115;-0.005232149557743733
254;0.058596570827075686;-0.0040841208292583964
255;0.06159327011366041;-5.869083176771145E-4
256;0.06637010232740086;0.001755010283164907
257;0.06961718427418438;0.0014312446973155858
258;0.07001158914288588;-0.0010308773779330136
259;0.06887642304643746;-0.0029618732637716277
260;0.06821795105395548;-0.0033994846767903
261;0.06825920690853468;-0.002943956493762207
262;0.0692003911724248;-0.0031289796786606676
263;0.06979262789694213;-0.004989602857677047
264;0.0682523915169199;-0.007489424096405228
265;0.06559549905217897;-0.009209778057352565
266;0.0630398903175977;-0.010110500268858794
267;0.06474194290099058;-0.008948264132616833
268;0.06629438067607536;-0.009397497782328564
269;0.06502754140167197;-0.010457514616011644
270;0.06160176169972389;-0.012048285993592076
271;0.06009870589102466;-0.01087847507438295
272;0.062344304500989836;-0.0078078507954138605
273;0.06599117566110906;-0.0045862444122114765
274;0.0693057540562834;-0.0037531424989928745
275;0.07100260409448408;-0.0045126135372269265
276;0.0685975938999894;-0.008996374125260102
277;0.06463658790966995;-0.011010236700035606
278;0.06254085709759385;-0.011732869630542975
279;0.06274416604154454;-0.01024648111931594
280;0.06447287455294558;-0.008219549842956383
281;0.064984318532769;-0.009465802450563042
282;0.06445662405403595;-0.010136843977796049
283;0.06291116282808715;-0.011667915731971523
284;0.062164615993157424;-0.01228978127486999
285;0.06310532025976887;-0.010330988325523583
286;0.06332127131952263;-0.009668813050387168
287;0.06272791141265131;-0.009896362764154584
288;0.05949023478256037;-0.012809166846390727
289;0.05718687415724592;-0.012372707171225183
290;0.05778139395504254;-0.010138364093804631
291;0.05934538928864654;-0.008654746820441721
292;0.05988359629049885;-0.009198898331283095
293;0.0602618068116488;-0.009598134468064212
294;0.059921018119105475;-0.011103594784766756
295;0.059913960478448866;-0.01136977496528711
296;0.06008466409476352;-0.012441075107068815
297;0.06016473966455712;-0.013769897270243869
